"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T0","GABA_like_neurons","14","blue",1300,TRUE,9.33467112470331e-37,828,1097,163,0.148587055606199,0.196859903381643,"GO:0043005","GO:CC","neuron projection",16860,1846,"GO:0120025"
"T0","GABA_like_neurons","14","blue",1300,TRUE,1.69591681870497e-35,1661,1056,249,0.235795454545455,0.149909692956051,"GO:0007399","GO:BP","nervous system development",16178,2932,"GO:0048731"
"T0","GABA_like_neurons","14","blue",1300,TRUE,1.17342264673307e-34,679,1097,142,0.129443938012762,0.209131075110457,"GO:0045202","GO:CC","synapse",16860,2140,"GO:0030054"
"T0","GABA_like_neurons","14","blue",1300,TRUE,2.45243439327513e-34,985,1056,178,0.168560606060606,0.180710659898477,"GO:0048699","GO:BP","generation of neurons",16178,13381,"GO:0022008"
"T0","GABA_like_neurons","14","blue",1300,TRUE,1.18230710616708e-33,756,1056,151,0.142992424242424,0.19973544973545,"GO:0048666","GO:BP","neuron development",16178,13349,"GO:0030182, GO:0048468"
"T0","GABA_like_neurons","14","blue",1300,TRUE,1.17133926665752e-31,682,1056,139,0.131628787878788,0.203812316715543,"GO:0031175","GO:BP","neuron projection development",16178,7333,"GO:0048666, GO:0120036"
"T0","GABA_like_neurons","14","blue",1300,TRUE,3.04494970263916e-31,1411,1097,214,0.195077484047402,0.151665485471297,"GO:0030054","GO:CC","cell junction",16860,868,"GO:0110165"
"T0","GABA_like_neurons","14","blue",1300,TRUE,5.1234517700052e-31,930,1056,166,0.15719696969697,0.178494623655914,"GO:0030182","GO:BP","neuron differentiation",16178,6936,"GO:0030154, GO:0048699"
"T0","GABA_like_neurons","14","blue",1300,TRUE,6.51643691594311e-29,1120,1056,182,0.172348484848485,0.1625,"GO:0022008","GO:BP","neurogenesis",16178,6799,"GO:0007399, GO:0030154"
"T0","GABA_like_neurons","14","blue",1300,TRUE,7.56438040569762e-28,440,1056,103,0.0975378787878788,0.234090909090909,"GO:0048812","GO:BP","neuron projection morphogenesis",16178,13483,"GO:0031175, GO:0120039"
"T0","GABA_like_neurons","14","blue",1300,TRUE,2.95165398069351e-27,282,1097,79,0.0720145852324521,0.280141843971631,"GO:0098794","GO:CC","postsynapse",16860,3257,"GO:0045202, GO:0110165"
"T0","GABA_like_neurons","14","blue",1300,TRUE,3.28510726050808e-27,455,1056,104,0.0984848484848485,0.228571428571429,"GO:0120039","GO:BP","plasma membrane bounded cell projection morphogenesis",16178,20036,"GO:0048858"
"T0","GABA_like_neurons","14","blue",1300,TRUE,7.20160237538115e-27,459,1056,104,0.0984848484848485,0.226579520697168,"GO:0048858","GO:BP","cell projection morphogenesis",16178,13527,"GO:0000902, GO:0030030, GO:0032989"
"T0","GABA_like_neurons","14","blue",1300,TRUE,3.81585130981625e-26,650,1056,126,0.119318181818182,0.193846153846154,"GO:0000902","GO:BP","cell morphogenesis",16178,242,"GO:0009653"
